Retsku	Product Title	Detailed Description	Categorization	Product URL	Primary Image URL	Selling Price	Regular Price	Condition	Availability	Manufacturer Name	Manufacturer Part Number	UPC	Shipping Cost	Weight
ZINK-HP-61XL-Combo5	Hewlett Packard HP 61XL HY Black Ink Cartridge	Hewlett Packard (HP 61XL Combo Pack of 5) CH563WN Black & CH564WN Color High Yield Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-61XL-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-61XL-Combo5.jpg	77.4500	126.9900	New	Yes	HP	61XL-Combo5	884962983621	0.00	0.64625
ZINK-HP-74-75-Combo2	Replacement HP CB336WN CB338WN Inkjet Cartridge	Hewlett Packard HP 74XL (CB336WN) HP 75XL (CB338WN) Combo-Pack of 2 Replacement High Yield Black & Color Printer Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-74-75-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-74-75-Combo2.jpg	19.9800	57.9800	New	Yes	HP	74-75-Combo2	883585179497	3.99	0.31
ZINK-HP-74-75-Combo5	hp 75xl tri color ink and 74xl cartridge	Hewlett Packard HP 74XL (CB336WN) HP 75XL (CB338WN) Combo-Pack of 5 Replacement High Yield 3-PK Black & 2-PK Color Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-74-75-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-74-75-Combo5.jpg	44.9500	107.9800	New	Yes	HP	74-75-Combo5	882780957282	3.99	0.791875
ZINK-HP-901XL-Combo3	HP 901XL Ink Cartridge Pack	Replacement for Hewlett Packard HP 901XL Bulk Set of 3 Packs High Yield Black & Tri-Color Inkjet Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-901XL-Combo3&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-901XL-Combo3.jpg	45.8700	91.9700	New	Yes	HP	901XL-Combo3	883585702602	3.99	0.378125
ZINK-HP-932XL-933XL-Combo10	HP 932XL 933XL (Combo-10) High Yield Ink cartridge	Replacement for Hewlett Packard HP 932XL 933XL Combo-Pack of 10 (4 CN053AN Black, 2 CN054AN Cyan, 2 CN055AN Magenta, 2 CN056AN Yellow) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-932XL-933XL-Combo10&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-932XL-933XL-Combo10.jpg	99.9900	200.9600	New	Yes	HP	932XL-933XL-Combo10	886111601387	0.00	1.2725
ZINK-HP-932XL-933XL-Combo4	HP 932XL 933XL (Combo-4) High Yield Ink cartridge	Replacement for Hewlett Packard HP 932XL 933XL Combo-Pack of 4 (CN053AN Black, CN054AN Cyan, CN055AN Magenta, CN056AN Yellow) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-932XL-933XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-932XL-933XL-Combo4.jpg	44.9600	80.9600	New	Yes	HP	932XL-933XL-Combo4	886111601387	3.99	0.481875
ZINK-HP-940XL-Combo10	HP 940XL (Combo Pack of 10) HY ink cartridges	Replacement for Hewlett Packard HP 940XL Combo-Pack of 10 (4 Black, 2 Cyan, 2 Magenta, 2 Yellow) High Yield Ink Cartridges with working Ink Indicator Chips	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-940XL-Combo10&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-940XL-Combo10.jpg	95.9800	182.9900	New	Yes	HP	940XL-Combo10	700371412197	0.00	1.86875
ZINK-HP-940XL-Combo4	HP 940XL ink cartridges	Replacement for Hewlett Packard HP 940XL Combo-Pack of 4 (1 Black, 1 Cyan, 1 Magenta, 1 Yellow) High Yield Ink Cartridges with working Ink Indicator Chips	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-940XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-940XL-Combo4.jpg	42.9600	82.9900	New	Yes	HP	940XL-Combo4	700371412166	3.99	0.679375
ZINK-HP-950XL-951XL-Combo10	HP 950XL 951XL (Combo 10) High Yield Ink cartridge	Replacement for Hewlett Packard HP 950XL 951XL Combo-Pack of 10 (4 Black CN045AN, 2 Cyan CN046AN, 2 Magenta CN047AN & 2 Yellow CN048AN) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-950XL-951XL-Combo10&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-950XL-951XL-Combo10.jpg	109.9900	300.9900	New	Yes	HP	950XL-951XL-Combo10	886111609680	0.00	1.895
ZINK-HP-950XL-951XL-Combo4	HP 950XL 951XL (Combo 4) High Yield Ink cartridge	Replacement for Hewlett Packard HP 950XL 951XL Combo-Pack of 4 (CN045AN Black, CN046AN Cyan, CN047AN Magenta, & CN048AN Yellow) High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-950XL-951XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-950XL-951XL-Combo4.jpg	45.9600	120.9600	New	Yes	HP	950XL-951XL-Combo4	886111609680	3.99	0.67375
ZINK-HP-C6615D-C1823D-Combo4	Hewlett Packard HP 15 & HP 23 Combo4 Ink cartridge	Hewlett Packard HP 15 Black (C6615DN / C6615D) & HP 23 Tri Color (C1823D) Combo Pack of 4 Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-C6615D-C1823D-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-C6615D-C1823D-Combo4.jpg	39.9600	94.9900	New	Yes	HP	C6615D-C1823D-Combo4		3.99	1.261875
ZINK-HP-C6615DN-C6578DN-Combo4	Hewlett Packard HP 15 & HP 78 Combo4 Ink cartridge	Hewlett Packard HP 15 Black (C6615DN / C6615D) & HP 78 Tri Color (C6578DN / C6578D) Combo-Pack of 4 Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-C6615DN-C6578DN-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-C6615DN-C6578DN-Combo4.jpg	42.9600	94.9900	New	Yes	HP	C6615DN-C6578DN-Combo4	025184204570	3.99	1.244375
ZINK-HP-H920XL-Combo10	HP 920XL Combo Pack of 10 Ink Cartridges	Replacement for Hewlett Packard HP 920XL (HP920XL) Combo Pack of 10 Packs High Yield Ink Cartridges with working Ink Indicator Chips	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-H920XL-Combo10&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-H920XL-Combo10.jpg	69.9900	189.8000	New	Yes	HP	H920XL-Combo10	700371412050	0.00	1.28875
ZINK-HP-H920XL-Combo4	HP 920XL Combo Pack of 4 Ink Cartridges	Replacement for Hewlett Packard HP 920XL (HP920XL) Combo Pack of 4 Packs High Yield Ink Cartridges with working Ink Indicator Chips	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-H920XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-H920XL-Combo4.jpg	31.9900	89.8000	New	Yes	HP	H920XL-Combo4	700371412043	3.99	0.43875
ZINK-HP-HP-21-22-Combo2	Hewlett Packard HP 21 & HP 22 Ink cartridge	Hewlett Packard C9351AN Black & C9352AN Tri Color (HP 21 & HP 22 Combo-Pack of 2) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-21-22-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-21-22-Combo2.jpg	25.9800	34.9900	New	Yes	HP	HP-21-22-Combo2		3.99	0.279375
ZINK-HP-HP-27-28-Combo2	Hewlett Packard HP 27 HP 28 Ink cartridge	Hewlett Packard (HP) C8727AN Black & C8728AN Tri Ccolor (HP 27 HP 28 Combo-Pack of 2) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-27-28-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-27-28-Combo2.jpg	26.9800	44.9900	New	Yes	HP	HP-27-28-Combo2		3.99	0.288125
ZINK-HP-HP-60XL-Combo2	HP 60XL ink cartridge (Comobo 2-Pack)	Hewlett Packard (HP 60XL Combo-Pack of 2) CC641WN Black & CC644WN Tri-Color (High Yield) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-60XL-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-60XL-Combo2.jpg	29.9800	45.9900	New	Yes	HP	HP-60XL-Combo2	883585702572	3.99	0.260625
ZINK-HP-HP-60XL-Combo3	HP 60XL High Yield Black & Tri-Color Ink cartridge	Hewlett Packard (HP 60XL Combo-Pack of 3) CC641WN Black & CC644WN Tri-Color (High Yield) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-60XL-Combo3&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-60XL-Combo3.jpg	42.9700	60.9900	New	Yes	HP	HP-60XL-Combo3	883585702572	3.99	0.38625
ZINK-HP-HP-60XL-Combo5	HP 60XL (Combo-5PK) Black & Color ink cartridges	Hewlett Packard (HP 60XL Combo-Pack of 5) CC641WN Black & CC644WN Tri-Color (High Yield) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-60XL-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-60XL-Combo5.jpg	70.9500	105.9900	New	Yes	HP	HP-60XL-Combo5	883585702572	0.00	0.646875
ZINK-HP-HP-92-93-Combo2	Hewlett Packard HP 92 HP 93 Combo Ink cartridge	Hewlett Packard HP 92 (C9362WN) Black & HP 93 (C9361WN) Tri Color (Combo Pack of 2) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-92-93-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-92-93-Combo2.jpg	14.9800	29.9900	New	Yes	HP	HP-92-93-Combo2	882780668188	3.99	0.22875
ZINK-HP-HP-93-98-Combo2	Hewlett Packard HP 98 & HP 93 Combo2 Ink cartridge	Hewlett Packard HP 98 (C9364WN) Black & HP 93 (C9361WN) Tri Color (Combo Pack of 2) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-93-98-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-93-98-Combo2.jpg	14.9800	25.9900	New	Yes	HP	HP-93-98-Combo2	829160708447	3.99	0.254375
ZINK-HP-HP-94-95-Combo3	Hewlett Packard HP 94 HP 95 Ink cartridge	Hewlett Packard (HP) C8765WN Black & C8766WN Tri Color (HP 94 HP 95 Combo Pack of 3) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-94-95-Combo3&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-94-95-Combo3.jpg	21.9900	45.9900	New	Yes	HP	HP-94-95-Combo3		3.99	0.3875
ZINK-HP-HP-94-97-Combo3	Hewlett Packard HP 94 & HP 97 Combo3 Ink cartridge	Hewlett Packard HP 94 (C8765WN) 2-PK Black & HP 97 (C9363WN) 1-PK Tri Color (Combo Pack of 3) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-94-97-Combo3&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-94-97-Combo3.jpg	21.9900	35.9900	New	Yes	HP	HP-94-97-Combo3		3.99	0.3875
ZINK-HP-HP-95-98-Combo2	Hewlett Packard HP 98 & HP 95 Combo2 Ink cartridge	Hewlett Packard HP 98 (C9364WN) Black & HP 95 (C8766WN) Tri Color (Combo Pack of 2) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-95-98-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-95-98-Combo2.jpg	14.9800	25.9900	New	Yes	HP	HP-95-98-Combo2	882780668256	3.99	0.264375
ZINK-HP-HP-96-97-Combo3	Hewlett Packard HP 96 & HP 97 Combo3 Ink cartridge	Hewlett Packard HP 96 (C8767WN) 2-PK Black & HP 97 (C9363WN) 1-PK Tri Color (Combo Pack of 3) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-96-97-Combo3&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-96-97-Combo3.jpg	21.9900	35.9900	New	Yes	HP	HP-96-97-Combo3	829160306667	3.99	0.47875
ZINK-HP-HP-96-97-Combo5	Hewlett Packard HP 96 & HP 97 Combo5 Ink cartridge	Hewlett Packard HP 96 (C8767WN) 3-PK Black & HP 97 (C9363WN) 2-PK Tri Color (Combo Pack of 5) Replacement Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP-96-97-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP-96-97-Combo5.jpg	34.9000	55.9900	New	Yes	HP	HP-96-97-Combo5	829160306667	3.99	0.78625
ZINK-HP-HP02-Combo13	HP 02 Ink Cartridges	Replacement for Hewlett Packard HP-02 Series (HP02 Bulk Set of 13 Packs) Inkjet Cartridges (HPNo.02) for Photosmart Printer	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP02-Combo13&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP02-Combo13.jpg	39.9000	128.8700	New	Yes	HP	HP02-Combo13	829160920979	3.99	1.133125
ZINK-HP-HP564XL-Combo11	HP 564XL (Bulk Set of 11) High Yield Ink Cartridge	HP 564XL (Combo pack of 11) Remanufactured High Yield Hewlett Packard 564XL Ink Cartridges with Ink Level Indicator (3 Black, 2 Photo Black, 2 Cyan, 2 Magenta, 2 Yellow)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP564XL-Combo11&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP564XL-Combo11.jpg	63.6900	99.9000	New	Yes	HP	HP564XL-Combo11	700371411336	0.00	0.946875
ZINK-HP-HP564XL-Combo4	HP 564XL (Bulk Set of 4) High Yield Ink cartridges	HP 564XL (Combo pack of 4) Remanufactured High Yield Hewlett Packard 564XL Ink Cartridges with Ink Level Indicator (1 Black, 1 Cyan, 1 Magenta, 1 Yellow)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP564XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP564XL-Combo4.jpg	23.9600	66.9900	New	Yes	HP	HP564XL-Combo4	700371411350	3.99	0.3425
ZINK-HP-HP564XL-Combo5	HP 564XL (Bulk Set of 5) High Yield Ink cartridges	HP 564XL (Combo pack of 5) Remanufactured High Yield Hewlett Packard 564XL Ink Cartridges with Ink Level Indicator (1 Black, 1 Photo Black, 1 Cyan, 1 Magenta, 1 Yellow)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP564XL-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP564XL-Combo5.jpg	29.9500	89.9000	New	Yes	HP	HP564XL-Combo5	700371411367	3.99	0.42
ZINK-HP-HP564XL-Combo9	HP 564XL (Bulk Set of 9) High Yield Ink Cartridges	HP 564XL (Combo pack of 9) Remanufactured High Yield Hewlett Packard 564XL Ink Cartridges with Ink Level Indicator (3 Black, 2 Cyan, 2 Magenta, 2 Yellow)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP564XL-Combo9&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP564XL-Combo9.jpg	52.1100	191.9100	New	Yes	HP	HP564XL-Combo9	700371411343	0.00	0.791875
ZINK-HP-HP88-Combo5	Replacement HP 88XL (5 Packs) Inkjet Cartridges	Replacement for Hewlett Packard (HP 88XL) Bulk Set of 5 High Yield Ink Cartridges	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP88-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP88-Combo5.jpg	29.4500	59.9900	New	Yes	HP	HP88-Combo5	882780169517	3.99	1.12375
ZINK-HP-HP88-Combo8	Replacement HP 88XL (8 Packs) Inkjet Cartridges	Replacement for Hewlett Packard (HP 88XL) Bulk Set of 8 High Yield Ink Cartridges	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-HP-HP88-Combo8&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-HP-HP88-Combo8.jpg	44.3200	79.9900	New	Yes	HP	HP88-Combo8	882780169517	3.99	1.655
ZINK-Kodak-10-Combo8	Kodak #10 Bulk Set of 8 Packs Ink Cartridges	Compatible Kodak #10 Bulk Set of 8 Ink Cartridges: 5 Black & 3 Color For the ESP 3, 5 and EASYSHARE 5100, 5300 & 5500 Printers	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Kodak-10-Combo8&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Kodak-10-Combo8.jpg	35.9000	56.9200	New	Yes	Kodak	10-Combo8		3.99	1.338125
ZINK-Kodak-30XL-Combo2	Kodak #30XL (Combo 2) Black & Color Ink cartridge	New Compatible #30XL High Yield 1550532 Black & 1341080 Color (Combo 2-Pack) Ink Cartridge for Kodak Printers	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Kodak-30XL-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Kodak-30XL-Combo2.jpg	14.9800	64.9900	New	Yes	Kodak	30XL-Combo2	041771550530	3.99	0.288125
ZINK-Kodak-30XL-Combo4	Kodak #30XL (Combo 4) Black & Color Ink cartridge	New Compatible #30XL High Yield 1550532 Black & 1341080 Color (Combo 4-Pack) Ink Cartridge for Kodak Printers	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Kodak-30XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Kodak-30XL-Combo4.jpg	27.9600	124.9900	New	Yes	Kodak	30XL-Combo4	797698736228	3.99	0.474375
ZINK-Kodak-30XL-Combo8	Kodak #30XL (Combo 8) Black & Color Ink cartridge	New Compatible #30XL High Yield 1550532 Black & 1341080 Color (Combo 8-Pack) Ink Cartridge for Kodak Printers	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Kodak-30XL-Combo8&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Kodak-30XL-Combo8.jpg	51.9200	224.9900	New	Yes	Kodak	30XL-Combo8	041771550530	0.00	1.050625
ZINK-Lexmark-100XL-Combo4	Lexmark 100XL Lexmark 100 cartridge pack	Compatible Lexmark 100XL (#100XL) Combo Pack of 4 High Yield Ink Cartridge for 14N1068 Black, 14N1069 Cyan, 14N1070 Magenta & 14N1071 Yellow.	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-100XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-100XL-Combo4.jpg	23.9600	89.9900	New	Yes	Lexmark	100XL-Combo4	734646966924	3.99	0.3575
ZINK-Lexmark-14-15-Combo2	Lexmark #14 & #15 (Combo-Pack of 2) Ink cartridge	Replacement Lexmark 18C2090 (#14) Black & 18C2110 (#15) Color Combo-Pack of 2 Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-14-15-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-14-15-Combo2.jpg	29.9800	46.9900	New	Yes	Lexmark	14-15-Combo2		3.99	0.274375
ZINK-Lexmark-150XL-Combo10	Lexmark 150XL (Bulk Set of 10) Ink cartridge	Compatible Replacement for Lexmark (#150XL) Bulk Set of 10 High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-150XL-Combo10&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-150XL-Combo10.jpg	59.9000	239.9600	New	Yes	Lexmark	150XL-Combo10	700371412012	0.00	2
ZINK-Lexmark-150XL-Combo4	Lexmark 150XL (Bulk Set of 4) Ink cartridge	Compatible Replacement for Lexmark (#150XL) Bulk Set of 4 High Yield Ink Cartridge	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-150XL-Combo4&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-150XL-Combo4.jpg	25.9600	118.9800	New	Yes	Lexmark	150XL-Combo4		3.99	0.406875
ZINK-Lexmark-16 26-Combo2	Lexmark 16 and Lexmark 26 Combo Pack	Replacement for Lexmark Bulk Set of 2 High Capacity Ink Cartridges, 1 Black 10N0016 (#16) + 1 Color 10N0026 (#26)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-16 26-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-16 26-Combo2.jpg	23.5000	37.9800	New	Yes	Lexmark	16 26-Combo2	734646878869	3.99	0.20875
ZINK-Lexmark-16 26-Combo5	Replacement Lexmark 16, 26 Cartridge (5 Packs)	Replacement for Lexmark Bulk Set of 5 High Capacity Ink Cartridges, 3 Black 10N0016 (#16) + 2 Color 10N0026 (#26)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-16 26-Combo5&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-16 26-Combo5.jpg	56.9500	90.9900	New	Yes	Lexmark	16 26-Combo5		0.00	0.523125
ZINK-Lexmark-17 27-Combo2	Replacement Lexmark 10N0217 Inkjet Cartridges	Replacement for Lexmark Bulk Set of 2 Inkjet Cartridges, 1 Black 10N0217 (#17) + 1 Color 10N0227 (#27)	Computers > Printers & Scanners > Ink & Toner	http://www.compandsave.com/ProductDetails.asp?ProductCode=ZINK-Lexmark-17 27-Combo2&utm_source=pricegrabber&utm_medium=shoppingengine&utm_campaign=pricegrabbershopping	http://www.compandsave.com/v/vspfiles/photos/original/ZINK-Lexmark-17 27-Combo2.jpg	23.5000	37.9500	New	Yes	Lexmark	17 27-Combo2	734646878999	3.99	0.20875
